Feb 01,-14.55,0,POS Purchase,FREE INTERAC E-TRANSFER
Feb 01,-9.84,0,POS Purchase,FREE INTERAC E-TRANSFER
Feb 07,-6.95,0,POS Purchase,FPOS BURGER BARON (DELIVEEDMON
Feb 08,-83.37,0,POS Purchase,OPOS SKIPTHEDISHES +1855200754MBCA
Feb 08,-7.40,0,POS Purchase,OPOS SKIPTHEDISHES +1855200754MBCA
Feb 09,-6.96,0,POS Purchase,OPOS SKIPTHEDISHES +1855200754MBCA
Feb 10,-40.00,0,POS Purchase,OPOS SKIPTHEDISHES +1855200754MBCA
Feb 10,-14.15,0,POS Purchase,OPOS SKIPTHEDISHES +1855200754MBCA
Feb 10,-6.07,0,POS Purchase,OPOS SKIPTHEDISHES +1855200754MBCA
Feb 10,-3.40,0,POS Purchase,OPOS SKIPTHEDISHES +1855200754MBCA
Feb 11,-17.01,0,POS Purchase,FPOS 7-ELEVEN #32370 D280EDMON
Feb 11,-19.06,0,POS Purchase,FPOS 7-ELEVEN #32370 D280EDMON
Feb 11,-43.25,0,ABM Withdrawal,FPOS NORTH CENTRAL CO-OP EDMON
Feb 11,-23.05,0,POS Purchase,OPOS SKIPTHEDISHES +1855200754MBCA
Feb 14,-32.49,0,POS Purchase,FPOS 7-ELEVEN #32370 D280EDMON
Feb 14,-45.14,0,POS Purchase,FPOS CANADIAN TIRE #676EDMON
Feb 14,-13.04,0,POS Purchase,7 ELEVEN STORE #32370EDMON
Feb 14,-10.48,0,POS Purchase,FPOS MCDONALD'S #6587EDMON
Feb 14,-17.18,0,POS Purchase,FPOS 7-ELEVEN #32370 D280EDMON
Feb 14,-10.00,0,POS Purchase,FPOS 7-ELEVEN #32370 D280EDMON
Feb 14,-400.00,0,WITHDRAWAL,ESSO CIRCLE KDEVON
Feb 14,-60.00,0,WITHDRAWAL,FPOS MCDONALD'S #13588 EDMON
Feb 14,-40.10,0,WITHDRAWAL,FPOS HUGHES PETROLEUM LTDEDMON
Feb 14,-800.00,0,WITHDRAWAL,FPOS A&W 1701EDMON
Feb 14,-40.00,0,WITHDRAWAL,FPOS MCDONALD'S #29159QEDMON
Feb 14,-163.00,0,ABM Withdrawal,FPOS 7-ELEVEN STORE 33665EDMON
Feb 15,0,7291.01,POS Purchase,FPOS A&W BEAUMONTBEAUM
Feb 15,-18.90,0,POS Purchase,FPOS 7-ELEVEN #32370 D280EDMON
Feb 15,-40.06,0,WITHDRAWAL,FPOS 7-ELEVEN #32370 D280EDMON
Feb 15,-400.00,0,ABM Withdrawal,TS-CAPITAL ONE MASTERCARD
Feb 15,-16.14,0,POS Purchase,SHELL C22564 EDMON
Feb 15,-163.50,0,POS Purchase,FPOS SAVE ON FOODS #6620 EDMON
Feb 15,-70.00,0,WITHDRAWAL,FPOS CANNABIS HOUSE 59A SEDMON
Feb 15,-45.00,0,ABM Withdrawal,FPOS CANADIAN TIRE #676EDMON
Feb 16,-45.23,0,POS Purchase,FPOS MCDONALD'S #13588 EDMON
Feb 16,-6.07,0,POS Purchase,FPOS 7-ELEVEN #32370 D280EDMON
Feb 16,-27.00,0,POS Purchase,FPOS NORTH CENTRAL CO-OP EDMON
Feb 16,-14.57,0,POS Purchase,FPOS A&W KINGSWAYEDMON
Feb 16,-31.55,0,POS Purchase,FPOS HUSKY BELVEDERE 5010EDMON
Feb 16,-31.36,0,POS Purchase,SHELL C02901 EDMON
Feb 17,-236.95,0,Service Charge,FREE INTERAC E-TRANSFER
Feb 17,-4.21,0,POS Purchase,FREE INTERAC E-TRANSFER
Feb 17,-50.00,0,POS Purchase,FREE INTERAC E-TRANSFER
Feb 17,-9.12,0,POS Purchase,FREE INTERAC E-TRANSFER
Feb 18,-0.81,0,POS Purchase,FREE INTERAC E-TRANSFER
Feb 21,-40.00,0,POS Purchase,CASHBOXEDMON
Feb 21,-14.13,0,POS Purchase,CASHBOXEDMON
Feb 21,-16.74,0,POS Purchase,FPOS RIVER CITY VAPESEDMON
Feb 21,-13.73,0,POS Purchase,FPOS MCDONALD'S #13588 EDMON
Feb 21,-20.00,0,WITHDRAWAL,FPOS MCDONALD'S #40449 EDMON
Feb 22,-40.00,0,POS Purchase,FREE INTERAC E-TRANSFER
Feb 22,-27.79,0,POS Purchase,FREE INTERAC E-TRANSFER
Feb 22,-4.19,0,POS Purchase,FREE INTERAC E-TRANSFER
Feb 24,-100.00,0,ABM Withdrawal,FPOS WALMART STORE #1122 EDMON
Feb 24,-11.90,0,POS Purchase,FPOS WALMART STORE #1122 EDMON
Feb 24,-2.09,0,POS Purchase,WALMART STORE #1122EDMON
Feb 24,-18.06,0,POS Purchase,FPOS ONE STOP STORE LTDEDMON
Feb 25,-78.00,0,WITHDRAWAL,FPOS MCDONALD'S #23922 EDMON
Feb 25,-17.40,0,POS Purchase,FPOS MCDONALD'S #40349 EDMON
Feb 25,-17.00,0,POS Purchase,HUGHES PETROLEUM LTD # EDMON
Feb 25,-20.00,0,WITHDRAWAL,FPOS SubwayEdmon
Feb 25,-60.00,0,POS Purchase,FPOS AFC CHICKEN EDMON
Feb 25,-11.88,0,POS Purchase, MONTHLY FEES
Feb 26,-50.00,0,WITHDRAWAL,FPOS NORTH CENTRAL CO-OP EDMON
